97,-86.913477,32.663486,-86.912995,32.663832
199,-86.684867,32.688074,-86.684598,32.688359
298,-86.519585,32.512307,-86.517834,32.51388
390,-86.508363,32.366127,-86.500553,32.383834
500,-86.647033,32.425738,-86.646124,32.426138
599,-86.492802,32.595511,-86.49198,32.596162
113,-87.822571,30.384922,-87.822216,30.385406
166,-87.88581,30.230573,-87.88562,30.230776
269,-87.814406,30.897283,-87.813972,30.897734
367,-87.601381,30.716008,-87.600967,30.716437
468,-87.678461,30.565195,-87.677876,30.565453
567,-87.8421,30.232818,-87.841536,30.232911
665,-87.735709,30.500944,-87.733471,30.504222
770,-87.733893,30.850058,-87.733606,30.850256
869,-87.593409,30.273015,-87.5923,30.273268
958,-87.697975,30.608628,-87.697581,30.609013
1062,-87.810893,30.252763,-87.81036,30.253088
1162,-87.869245,30.4948,-87.868401,30.496286
1263,-87.76458,30.882104,-87.764229,30.882847
1362,-87.720961,30.582589,-87.720681,30.583222
1463,-87.846763,30.233053,-87.845996,30.233213
1556,-87.438174,30.477105,-87.437043,30.478371
1668,-87.665195,30.274268,-87.662058,30.27715
1769,-87.687447,30.293727,-87.687257,30.294194
1871,-87.766648,30.50836,-87.766242,30.509102
1969,-87.448699,30.502374,-87.448159,30.502858
2069,-87.874992,30.375198,-87.83719,30.375616
2169,-87.402866,30.428654,-87.402523,30.428907
2273,-87.39443,30.629888,-87.393927,30.630229
29,-85.138606,31.96687,-85.137317,31.96813
37,-87.21175,32.931379,-87.21015,32.932716
136,-87.04223,33.080289,-87.038938,33.08235
235,-86.993382,32.946843,-86.992552,32.947541
335,-87.377741,32.901772,-87.375963,32.902675
436,-87.115317,32.940261,-87.114862,32.940888
531,-87.147285,33.188093,-87.146982,33.188478
637,-87.131908,33.062559,-87.130835,33.06425
85,-86.57409,33.958002,-86.572358,33.959927
183,-86.580115,33.945252,-86.579263,33.947119
285,-86.483925,34.219485,-86.483277,34.220002
386,-86.576748,33.810784,-86.575997,33.811697
486,-86.684991,34.075161,-86.684185,34.07609
586,-86.633703,34.112907,-86.632223,34.113771
76,-85.891569,32.004787,-85.891181,32.005063
175,-85.870701,32.216948,-85.869705,32.21711
271,-85.724656,32.161687,-85.724139,32.161929
388,-85.77497,32.111248,-85.774633,32.111523
475,-85.804868,32.118989,-85.80422,32.120083
574,-85.877031,32.201572,-85.876488,32.202053
675,-85.978159,32.202401,-85.977698,32.202739
775,-85.657605,32.193053,-85.657191,32.193278
875,-85.963236,32.127406,-85.962726,32.1278
970,-85.989599,32.19395,-85.989235,32.194342
1071,-85.735235,32.157491,-85.73475,32.157959
1175,-85.990511,32.132832,-85.988584,32.133924
44,-86.572463,31.658661,-86.568792,31.661548
83,-85.740406,33.902033,-85.740108,33.902303
185,-85.865935,33.778608,-85.8655,33.778812
284,-85.897821,33.82843,-85.897248,33.828749
384,-85.623432,33.815128,-85.613965,33.824824
482,-85.556995,33.926567,-85.556777,33.926736
583,-85.866129,33.929611,-85.865048,33.930848
675,-85.934043,33.880077,-85.925487,33.888735
782,-85.926658,33.625834,-85.925856,33.626335
884,-85.906697,33.785332,-85.906071,33.785596
981,-85.991207,33.619132,-85.990916,33.619561
26,-85.470209,33.095272,-85.469315,33.096548
124,-85.590801,32.741821,-85.589604,32.742426
226,-85.528605,32.981153,-85.528096,32.981572
37,-85.838291,34.230986,-85.837232,34.231299
138,-85.686461,34.044959,-85.685424,34.045728
85,-86.627431,32.881146,-86.627118,32.881355
183,-86.682051,32.948394,-86.681164,32.949506
285,-86.731536,32.915965,-86.73108,32.916241
385,-86.863518,33.020918,-86.862421,33.022056
485,-86.571355,32.927681,-86.570351,32.928466
585,-86.593083,32.862833,-86.59279,32.863079
685,-86.876486,33.016523,-86.864631,33.027581
785,-86.80178,32.985396,-86.793996,32.989845
884,-86.710118,32.883754,-86.709838,32.884078
985,-86.8054,32.919933,-86.804937,32.920191
14,-87.917571,31.250465,-87.914664,31.252873
115,-87.941179,31.272284,-87.938885,31.273269
65,-85.761619,33.296267,-85.760467,33.297309
168,-86.129647,33.11627,-86.128941,33.116588
268,-85.783519,33.323847,-85.782032,33.324764
10,-85.724805,33.608352,-85.72449,33.608659
44,-86.124945,31.254372,-86.117639,31.26276
4,-87.713204,34.596156,-87.711562,34.59763
