-86.526077,32.444533
-86.442379,32.448082
-86.603627,32.400132
-86.542445,32.387444
-86.544181,32.650306
-86.507307,32.577015
-86.490007,32.617213
-86.796932,32.396189
-86.569844,32.583942
-86.913477,32.663486
-86.898475,32.551603
-86.494162,32.660155
-86.785239,32.333861
-86.435938,32.60562
-86.918091,32.659391
-86.465109,32.448721
-86.463688,32.422158
-86.455076,32.673567
-86.58918,32.645597
-86.684867,32.688074
-86.465079,32.44901
-86.895501,32.556995
-86.819055,32.388905
-86.626279,32.684998
-86.439276,32.61168
-86.431695,32.682328
-86.444718,32.671506
-86.899652,32.578955
-86.46199,32.420454
-86.519585,32.512307
-86.895273,32.560999
-86.444036,32.444833
-86.728888,32.447404
-86.599088,32.634817
-86.509202,32.542195
-86.897121,32.562102
-86.54146,32.381164
-86.770079,32.645325
-86.643446,32.403879
-86.508363,32.366127
-86.454341,32.508927
-86.5399,32.386179
-86.467912,32.699982
-86.898519,32.559924
-86.499056,32.425644
-86.474486,32.587638
-86.542967,32.467036
-86.506742,32.529814
-86.59305,32.375137
-86.647033,32.425738
-86.470179,32.41662
-86.916647,32.658614
-86.539661,32.494446
-86.624978,32.407117
-86.561437,32.434417
-86.523041,32.454158
-86.445209,32.56308
-86.564009,32.416517
-86.705819,32.677107
-86.492802,32.595511
-86.511226,32.541784
-86.442442,32.438755
-87.684568,30.620945
-87.661456,30.274856
-87.853275,31.253291
-87.639588,30.491424
-87.771526,30.695758
-87.697858,30.585712
-87.625689,31.033748
-87.822571,30.384922
-87.725025,30.391104
-87.663653,30.284329
-87.956846,30.243893
-87.815193,30.581031
-87.681906,30.440545
-87.926511,30.235246
-87.915376,30.855514
-87.6782,30.363082
-87.650175,30.409549
-87.88581,30.230573
-87.606435,30.469747
-87.631832,30.582429
-87.758163,30.600421
-87.855588,30.491418
-87.528723,30.43355
-87.63308,30.463825
-87.490581,30.52369
-87.754043,30.297345
-87.799295,30.233877
-87.814406,30.897283
-87.899998,30.237123
-87.774185,30.421788
-87.8741,30.956857
-87.861953,30.439031
-87.869574,31.200463
-87.885495,30.731511
-87.923679,30.968365
-87.525296,30.362261
-87.938386,30.946968
-87.601381,30.716008
-87.833961,30.584148
-87.868812,30.539659
-87.840358,30.233231
-87.884864,30.235891
-87.720689,30.40472
-87.577337,30.392599
-87.597959,30.62474
-87.424955,30.638646
-87.403197,30.426839
-87.678461,30.565195
-87.456103,30.514877
-87.737951,30.294426
-87.661426,30.564065
-87.524146,30.41759
-87.640603,30.467854
-87.476596,30.523151
-87.738183,30.435661
-87.707588,30.356198
-87.494478,30.371209
-87.8421,30.232818
-87.940861,30.67781
-87.708309,30.411059
-87.87282,30.235584
-87.412749,30.573472
-87.924184,30.654289
-87.5,30.296696
-87.979792,30.71316
-87.766837,30.924645
-87.764962,30.882726
-87.735709,30.500944
-87.544716,30.383693
-87.531175,30.700207
-87.476985,30.431783
-87.725972,30.299277
-87.870393,30.234557
-87.451653,30.408349
-87.744156,30.487684
-87.772254,30.442426
-87.596272,30.429176
-87.733893,30.850058
-87.496701,30.345458
-87.737556,30.61957
-87.476113,30.507501
-87.454996,30.508413
-87.474295,30.40369
-87.746662,30.463485
-87.654296,30.481489
-87.879232,30.705872
-87.730877,30.436835
-87.593409,30.273015
-87.669082,31.023692
-87.738011,30.243123
-87.750627,30.549405
-87.744619,30.908324
-87.989499,30.677752
-87.809824,31.296803
-87.590322,30.747087
-87.6923,30.456855
-87.456606,30.423916
-87.697975,30.608628
-87.614116,30.719331
-87.436567,30.484328
-87.73429,30.353061
-87.879829,30.826202
-87.884276,30.234241
-87.819172,30.566691
-87.691208,30.592121
-87.927284,30.232562
-87.582394,30.390024
-87.810893,30.252763
-87.476611,30.513101
-87.534533,30.403786
-87.782224,30.429529
-87.636698,30.378459
-87.599674,30.558314
-87.449001,30.523442
-87.854618,30.454878
-87.562652,30.296177
-87.471688,30.478179
-87.869245,30.4948
-87.705196,30.394018
-87.752997,30.35128
-88.024583,30.225581
-87.49998,30.3289
-87.438508,30.481596
-87.922805,31.108747
-87.860787,30.993158
-87.636941,30.903008
-87.610195,30.658056
-87.76458,30.882104
-87.466557,30.479308
-87.747743,30.293251
-87.858281,30.234072
-87.8958,30.232424
-87.777828,30.586731
-87.510591,30.413136
-87.638651,30.304813
-87.4311,30.643498
-87.585039,30.491085
-87.720961,30.582589
-87.441228,30.620103
-87.566536,30.703011
-87.418353,30.567971
-87.459939,30.477934
-87.606764,30.564033
-87.57822,30.548478
-87.716172,30.409099
-87.875494,30.235645
-87.556458,30.297294
-87.846763,30.233053
-87.867268,30.623994
-87.812416,30.898097
-87.760667,30.589503
-87.716661,30.38901
-87.888792,30.706024
-87.436205,30.47518
-87.668805,30.253635
-87.633739,31.006812
-87.438606,30.483255
-87.438174,30.477105
-87.765421,30.882666
-87.890164,30.476279
-87.828908,30.248663
-87.863567,30.484264
-87.454925,30.428443
