0.321534855,0.036295831
0.024023581,-0.23567288
0.045908512,-0.415640992
0.3218384,0.13798507
0.115064798,-0.105952147
0.262254,-0.297028733
-0.161920957,-0.405533972
0.190537863,0.369860101
0.238709092,-0.016298271
0.074958887,-0.165982511
0.331934184,-0.18218141
0.077036358,-0.249943064
0.2069243,-0.223297076
0.046040795,-0.192357319
0.050542958,0.475492946
-0.390058917,0.279782952
0.312069339,-0.050632987
0.011388127,0.40025047
0.00964515,0.10602511
-0.035979332,0.295363946
